|Ezili  |Ninja  |Alch   |Engi   |
|Quincy |Bucc   |Super  |Village|
|Quincy |Bucc   |Super  |Spac   |
|Quincy |Bucc   |Super  |Druid  |
|Quincy |Bucc   |Super  |Alch   |
|Quincy |Bucc   |Super  |Ninja  |
|Quincy |Bucc   |Wizard |Engi   |
|Quincy |Bucc   |Wizard |Village|
|Quincy |Bucc   |Wizard |Spac   |
|Quincy |Bucc   |Wizard |Druid  |
|Quincy |Bucc   |Wizard |Alch   |
|Quincy |Bucc   |Wizard |Ninja  |
|Quincy |Bucc   |Wizard |Super  |
|Quincy |Bucc   |Mortar |Super  |
|Quincy |Bucc   |Mortar |Wizard |
|Quincy |Bucc   |Heli   |Village|
|Quincy |Bucc   |Heli   |Alch   |
|Quincy |Bucc   |Heli   |Super  |
|Quincy |Bucc   |Heli   |Wizard |
|Quincy |Bucc   |Ace    |Super  |
|Quincy |Bucc   |Ace    |Wizard |
|Quincy |Sub    |Ninja  |Alch   |
|Quincy |Sub    |Super  |Engi   |
|Quincy |Sub    |Super  |Village|
|Quincy |Sub    |Super  |Spac   |
|Quincy |Sub    |Super  |Druid  |
|Quincy |Sub    |Super  |Alch   |
|Quincy |Sub    |Super  |Ninja  |
|Quincy |Sub    |Wizard |Spac   |
|Quincy |Sub    |Wizard |Ninja  |
|Quincy |Sub    |Wizard |Super  |
|Quincy |Sub    |Mortar |Super  |
|Quincy |Sub    |Mortar |Wizard |
|Quincy |Sub    |Heli   |Engi   |
|Quincy |Sub    |Heli   |Village|
|Quincy |Sub    |Heli   |Spac   |
|Quincy |Sub    |Heli   |Druid  |
|Quincy |Sub    |Heli   |Alch   |
|Quincy |Sub    |Heli   |Ninja  |
|Quincy |Sub    |Heli   |Super  |
|Quincy |Sub    |Heli   |Wizard |
|Quincy |Sub    |Heli   |Mortar |
|Quincy |Sub    |Ace    |Super  |
|Quincy |Sub    |Ace    |Wizard |
|Quincy |Sub    |Ace    |Heli   |
|Quincy |Sub    |Bucc   |Super  |
|Quincy |Sub    |Bucc   |Wizard |
|Quincy |Sub    |Bucc   |Heli   |
|Quincy |Sniper |Ninja  |Alch   |
|Quincy |Sniper |Super  |Engi   |
|Quincy |Sniper |Super  |Village|
|Quincy |Sniper |Super  |Spac   |
|Quincy |Sniper |Super  |Druid  |
|Quincy |Sniper |Super  |Alch   |
|Quincy |Sniper |Super  |Ninja  |
|Quincy |Sniper |Wizard |Spac   |
|Quincy |Sniper |Wizard |Ninja  |
|Quincy |Sniper |Wizard |Super  |
|Quincy |Sniper |Mortar |Super  |
|Quincy |Sniper |Mortar |Wizard |
|Quincy |Sniper |Heli   |Alch   |
|Quincy |Sniper |Heli   |Super  |
|Quincy |Sniper |Heli   |Wizard |
|Quincy |Sniper |Ace    |Super  |
|Quincy |Sniper |Ace    |Wizard |
|Quincy |Sniper |Bucc   |Super  |
|Quincy |Sniper |Bucc   |Wizard |
|Quincy |Sniper |Sub    |Super  |
|Quincy |Sniper |Sub    |Heli   |
|Quincy |Glue   |Ninja  |Alch   |
|Quincy |Glue   |Super  |Engi   |
|Quincy |Glue   |Super  |Village|
|Quincy |Glue   |Super  |Spac   |
|Quincy |Glue   |Super  |Druid  |
|Quincy |Glue   |Super  |Alch   |
|Quincy |Glue   |Super  |Ninja  |
|Quincy |Glue   |Wizard |Spac   |
|Quincy |Glue   |Wizard |Ninja  |
|Quincy |Glue   |Wizard |Super  |
|Quincy |Glue   |Mortar |Super  |
|Quincy |Glue   |Mortar |Wizard |
|Quincy |Glue   |Heli   |Alch   |
|Quincy |Glue   |Heli   |Super  |
|Quincy |Glue   |Heli   |Wizard |
|Quincy |Glue   |Ace    |Super  |
|Quincy |Glue   |Ace    |Wizard |
|Quincy |Glue   |Bucc   |Super  |
|Quincy |Glue   |Bucc   |Wizard |
|Quincy |Glue   |Sub    |Super  |
|Quincy |Glue   |Sub    |Heli   |
|Quincy |Glue   |Sniper |Super  |
|Quincy |Ice    |Ninja  |Alch   |
|Quincy |Ice    |Super  |Engi   |
|Quincy |Ice    |Super  |Village|
|Quincy |Ice    |Super  |Spac   |
|Quincy |Ice    |Super  |Druid  |
|Quincy |Ice    |Super  |Alch   |
|Quincy |Ice    |Super  |Ninja  |
|Quincy |Ice    |Wizard |Spac   |
|Quincy |Ice    |Wizard |Ninja  |
|Quincy |Ice    |Wizard |Super  |
|Quincy |Ice    |Mortar |Super  |
|Quincy |Ice    |Mortar |Wizard |
|Quincy |Ice    |Heli   |Alch   |
|Quincy |Ice    |Heli   |Super  |
|Quincy |Ice    |Heli   |Wizard |
|Quincy |Ice    |Ace    |Super  |
|Quincy |Ice    |Ace    |Wizard |
|Quincy |Ice    |Bucc   |Super  |
|Quincy |Ice    |Bucc   |Wizard |
|Quincy |Ice    |Sub    |Super  |
|Quincy |Ice    |Sub    |Heli   |
|Quincy |Ice    |Sniper |Super  |
|Quincy |Ice    |Glue   |Super  |
|Quincy |Tack   |Ninja  |Alch   |
|Quincy |Tack   |Super  |Engi   |
|Quincy |Tack   |Super  |Village|
|Quincy |Tack   |Super  |Spac   |
|Quincy |Tack   |Super  |Druid  |
|Quincy |Tack   |Super  |Alch   |
|Quincy |Tack   |Super  |Ninja  |
|Quincy |Tack   |Wizard |Spac   |
|Quincy |Tack   |Wizard |Ninja  |
|Quincy |Tack   |Wizard |Super  |
|Quincy |Tack   |Mortar |Super  |
|Quincy |Tack   |Mortar |Wizard |
|Quincy |Tack   |Heli   |Alch   |
|Quincy |Tack   |Heli   |Super  |
|Quincy |Tack   |Heli   |Wizard |
|Quincy |Tack   |Ace    |Super  |
|Quincy |Tack   |Ace    |Wizard |
|Quincy |Tack   |Bucc   |Super  |
|Quincy |Tack   |Bucc   |Wizard |
|Quincy |Tack   |Sub    |Super  |
|Quincy |Tack   |Sub    |Heli   |
|Quincy |Tack   |Sniper |Super  |
|Quincy |Tack   |Glue   |Super  |
|Quincy |Tack   |Ice    |Super  |
|Quincy |Bomb   |Ninja  |Alch   |
|Quincy |Bomb   |Super  |Engi   |
|Quincy |Bomb   |Super  |Village|
|Quincy |Bomb   |Super  |Spac   |
|Quincy |Bomb   |Super  |Druid  |
|Quincy |Bomb   |Super  |Alch   |
|Quincy |Bomb   |Super  |Ninja  |
|Quincy |Bomb   |Wizard |Spac   |
|Quincy |Bomb   |Wizard |Ninja  |
|Quincy |Bomb   |Wizard |Super  |
|Quincy |Bomb   |Mortar |Super  |
|Quincy |Bomb   |Mortar |Wizard |
|Quincy |Bomb   |Heli   |Alch   |
|Quincy |Bomb   |Heli   |Super  |
|Quincy |Bomb   |Heli   |Wizard |
|Quincy |Bomb   |Ace    |Super  |
|Quincy |Bomb   |Ace    |Wizard |
|Quincy |Bomb   |Bucc   |Super  |
|Quincy |Bomb   |Bucc   |Wizard |
|Quincy |Bomb   |Sub    |Super  |
|Quincy |Bomb   |Sub    |Heli   |
|Quincy |Bomb   |Sniper |Super  |
|Quincy |Bomb   |Glue   |Super  |
|Quincy |Bomb   |Ice    |Super  |
|Quincy |Bomb   |Tack   |Super  |
|Quincy |Boomer |Ninja  |Alch   |
|Quincy |Boomer |Super  |Engi   |
|Quincy |Boomer |Super  |Village|
|Quincy |Boomer |Super  |Spac   |
|Quincy |Boomer |Super  |Druid  |
|Quincy |Boomer |Super  |Alch   |
|Quincy |Boomer |Super  |Ninja  |
|Quincy |Boomer |Wizard |Spac   |
|Quincy |Boomer |Wizard |Ninja  |
|Quincy |Boomer |Wizard |Super  |
|Quincy |Boomer |Mortar |Super  |
|Quincy |Boomer |Mortar |Wizard |
|Quincy |Boomer |Heli   |Alch   |
|Quincy |Boomer |Heli   |Super  |
|Quincy |Boomer |Heli   |Wizard |
|Quincy |Boomer |Ace    |Super  |
|Quincy |Boomer |Ace    |Wizard |
|Quincy |Boomer |Bucc   |Super  |
|Quincy |Boomer |Bucc   |Wizard |
|Quincy |Boomer |Sub    |Super  |
|Quincy |Boomer |Sub    |Heli   |
|Quincy |Boomer |Sniper |Super  |
|Quincy |Boomer |Glue   |Super  |
|Quincy |Boomer |Ice    |Super  |
|Quincy |Boomer |Tack   |Super  |
|Quincy |Boomer |Bomb   |Super  |
|Quincy |Dart   |Ninja  |Alch   |
|Quincy |Dart   |Super  |Engi   |
|Quincy |Dart   |Super  |Village|
|Quincy |Dart   |Super  |Spac   |
|Quincy |Dart   |Super  |Druid  |
|Quincy |Dart   |Super  |Alch   |
|Quincy |Dart   |Super  |Ninja  |
|Quincy |Dart   |Wizard |Engi   |
|Quincy |Dart   |Wizard |Village|
|Quincy |Dart   |Wizard |Spac   |
|Quincy |Dart   |Wizard |Druid  |
|Quincy |Dart   |Wizard |Alch   |
|Quincy |Dart   |Wizard |Ninja  |
|Quincy |Dart   |Wizard |Super  |
|Quincy |Dart   |Mortar |Super  |
|Quincy |Dart   |Mortar |Wizard |
|Quincy |Dart   |Heli   |Alch   |
|Quincy |Dart   |Heli   |Super  |
|Quincy |Dart   |Heli   |Wizard |
|Quincy |Dart   |Ace    |Super  |
|Quincy |Dart   |Ace    |Wizard |
|Quincy |Dart   |Bucc   |Super  |
|Quincy |Dart   |Bucc   |Wizard |
|Quincy |Dart   |Sub    |Super  |
|Quincy |Dart   |Sub    |Wizard |
|Quincy |Dart   |Sub    |Heli   |
|Quincy |Dart   |Sniper |Super  |
|Quincy |Dart   |Sniper |Wizard |
|Quincy |Dart   |Glue   |Super  |
|Quincy |Dart   |Glue   |Wizard |
|Quincy |Dart   |Ice    |Super  |
|Quincy |Dart   |Ice    |Wizard |
|Quincy |Dart   |Tack   |Super  |
|Quincy |Dart   |Tack   |Wizard |
|Quincy |Dart   |Bomb   |Super  |
|Quincy |Dart   |Bomb   |Wizard |
|Quincy |Dart   |Boomer |Super  |
|Quincy |Dart   |Boomer |Wizard |
|Ninja  |Alch   |Village|Engi   |
|Ninja  |Alch   |Spac   |Engi   |
|Ninja  |Alch   |Spac   |Village|
|Ninja  |Alch   |Druid  |Engi   |
|Ninja  |Alch   |Druid  |Village|
|Ninja  |Alch   |Druid  |Spac   |
|Super  |Ninja  |Village|Engi   |
|Super  |Ninja  |Spac   |Village|
|Super  |Ninja  |Druid  |Village|
|Super  |Ninja  |Alch   |Engi   |
|Super  |Ninja  |Alch   |Village|
|Super  |Ninja  |Alch   |Spac   |
|Super  |Ninja  |Alch   |Druid  |
|Wizard |Spac   |Village|Engi   |
|Wizard |Druid  |Spac   |Engi   |
|Wizard |Druid  |Spac   |Village|
|Wizard |Alch   |Spac   |Engi   |
|Wizard |Alch   |Spac   |Village|
|Wizard |Alch   |Druid  |Spac   |
|Wizard |Ninja  |Village|Engi   |
|Wizard |Ninja  |Spac   |Engi   |
|Wizard |Ninja  |Spac   |Village|
|Wizard |Ninja  |Druid  |Engi   |
|Wizard |Ninja  |Druid  |Village|
|Wizard |Ninja  |Druid  |Spac   |
|Wizard |Ninja  |Alch   |Engi   |
|Wizard |Ninja  |Alch   |Village|
|Wizard |Ninja  |Alch   |Spac   |
|Wizard |Ninja  |Alch   |Druid  |
|Wizard |Super  |Spac   |Engi   |
|Wizard |Super  |Spac   |Village|
|Wizard |Super  |Druid  |Spac   |
|Wizard |Super  |Alch   |Spac   |
|Wizard |Super  |Ninja  |Engi   |
|Wizard |Super  |Ninja  |Village|
|Wizard |Super  |Ninja  |Spac   |
|Wizard |Super  |Ninja  |Druid  |
|Wizard |Super  |Ninja  |Alch   |
|Mortar |Ninja  |Alch   |Engi   |
|Mortar |Ninja  |Alch   |Village|
|Mortar |Ninja  |Alch   |Spac   |
|Mortar |Ninja  |Alch   |Druid  |
|Mortar |Super  |Ninja  |Village|
|Mortar |Super  |Ninja  |Alch   |
|Mortar |Wizard |Village|Engi   |
|Mortar |Wizard |Spac   |Engi   |
|Mortar |Wizard |Spac   |Village|
|Mortar |Wizard |Druid  |Engi   |
|Mortar |Wizard |Druid  |Village|
|Mortar |Wizard |Druid  |Spac   |
|Mortar |Wizard |Alch   |Engi   |
|Mortar |Wizard |Alch   |Village|
|Mortar |Wizard |Alch   |Spac   |
|Mortar |Wizard |Alch   |Druid  |
|Mortar |Wizard |Ninja  |Engi   |
|Mortar |Wizard |Ninja  |Village|
|Mortar |Wizard |Ninja  |Spac   |
|Mortar |Wizard |Ninja  |Druid  |
|Mortar |Wizard |Ninja  |Alch   |
|Mortar |Wizard |Super  |Engi   |
|Mortar |Wizard |Super  |Village|
|Mortar |Wizard |Super  |Spac   |
|Mortar |Wizard |Super  |Druid  |
|Mortar |Wizard |Super  |Alch   |
|Mortar |Wizard |Super  |Ninja  |
|Heli   |Alch   |Village|Engi   |
|Heli   |Alch   |Spac   |Engi   |
|Heli   |Alch   |Spac   |Village|
|Heli   |Alch   |Druid  |Engi   |
|Heli   |Alch   |Druid  |Village|
|Heli   |Alch   |Druid  |Spac   |
|Heli   |Ninja  |Alch   |Engi   |
|Heli   |Ninja  |Alch   |Village|
|Heli   |Ninja  |Alch   |Spac   |
|Heli   |Ninja  |Alch   |Druid  |
|Heli   |Super  |Alch   |Engi   |
|Heli   |Super  |Alch   |Village|
|Heli   |Super  |Alch   |Spac   |
|Heli   |Super  |Alch   |Druid  |
|Heli   |Super  |Ninja  |Village|
|Heli   |Super  |Ninja  |Alch   |
|Heli   |Wizard |Village|Engi   |
|Heli   |Wizard |Spac   |Engi   |
|Heli   |Wizard |Spac   |Village|
|Heli   |Wizard |Druid  |Engi   |
|Heli   |Wizard |Druid  |Village|
|Heli   |Wizard |Druid  |Spac   |
|Heli   |Wizard |Alch   |Engi   |
|Heli   |Wizard |Alch   |Village|
|Heli   |Wizard |Alch   |Spac   |
|Heli   |Wizard |Alch   |Druid  |
|Heli   |Wizard |Ninja  |Engi   |
|Heli   |Wizard |Ninja  |Village|
|Heli   |Wizard |Ninja  |Spac   |
|Heli   |Wizard |Ninja  |Druid  |
|Heli   |Wizard |Ninja  |Alch   |
|Heli   |Wizard |Super  |Engi   |
|Heli   |Wizard |Super  |Village|
|Heli   |Wizard |Super  |Spac   |
|Heli   |Wizard |Super  |Druid  |
|Heli   |Wizard |Super  |Alch   |
|Heli   |Wizard |Super  |Ninja  |
|Heli   |Mortar |Alch   |Engi   |
|Heli   |Mortar |Alch   |Village|
|Heli   |Mortar |Alch   |Spac   |
|Heli   |Mortar |Alch   |Druid  |
|Heli   |Mortar |Ninja  |Alch   |
|Heli   |Mortar |Super  |Alch   |
|Heli   |Mortar |Wizard |Engi   |
|Heli   |Mortar |Wizard |Village|
|Heli   |Mortar |Wizard |Spac   |
|Heli   |Mortar |Wizard |Druid  |
|Heli   |Mortar |Wizard |Alch   |
|Heli   |Mortar |Wizard |Ninja  |
|Heli   |Mortar |Wizard |Super  |
|Ace    |Ninja  |Alch   |Engi   |
|Ace    |Ninja  |Alch   |Village|
|Ace    |Ninja  |Alch   |Spac   |
|Ace    |Ninja  |Alch   |Druid  |
|Ace    |Super  |Ninja  |Village|
|Ace    |Super  |Ninja  |Alch   |
|Ace    |Wizard |Village|Engi   |
|Ace    |Wizard |Spac   |Engi   |
|Ace    |Wizard |Spac   |Village|
|Ace    |Wizard |Druid  |Engi   |
|Ace    |Wizard |Druid  |Village|
|Ace    |Wizard |Druid  |Spac   |
|Ace    |Wizard |Alch   |Engi   |
|Ace    |Wizard |Alch   |Village|
|Ace    |Wizard |Alch   |Spac   |
|Ace    |Wizard |Alch   |Druid  |
|Ace    |Wizard |Ninja  |Engi   |
|Ace    |Wizard |Ninja  |Village|
|Ace    |Wizard |Ninja  |Spac   |
|Ace    |Wizard |Ninja  |Druid  |
|Ace    |Wizard |Ninja  |Alch   |
|Ace    |Wizard |Super  |Engi   |
|Ace    |Wizard |Super  |Village|
|Ace    |Wizard |Super  |Spac   |
|Ace    |Wizard |Super  |Druid  |
|Ace    |Wizard |Super  |Alch   |
|Ace    |Wizard |Super  |Ninja  |
|Ace    |Mortar |Ninja  |Alch   |
|Ace    |Mortar |Wizard |Engi   |
|Ace    |Mortar |Wizard |Village|
|Ace    |Mortar |Wizard |Spac   |
|Ace    |Mortar |Wizard |Druid  |
|Ace    |Mortar |Wizard |Alch   |
|Ace    |Mortar |Wizard |Ninja  |
|Ace    |Mortar |Wizard |Super  |
|Ace    |Heli   |Alch   |Engi   |
|Ace    |Heli   |Alch   |Village|
|Ace    |Heli   |Alch   |Spac   |
|Ace    |Heli   |Alch   |Druid  |
|Ace    |Heli   |Ninja  |Alch   |
|Ace    |Heli   |Super  |Alch   |
|Ace    |Heli   |Wizard |Engi   |
|Ace    |Heli   |Wizard |Village|
|Ace    |Heli   |Wizard |Spac   |
|Ace    |Heli   |Wizard |Druid  |
|Ace    |Heli   |Wizard |Alch   |
|Ace    |Heli   |Wizard |Ninja  |
|Ace    |Heli   |Wizard |Super  |
|Ace    |Heli   |Mortar |Alch   |
|Ace    |Heli   |Mortar |Wizard |
|Bucc   |Ninja  |Alch   |Engi   |
|Bucc   |Ninja  |Alch   |Village|
|Bucc   |Ninja  |Alch   |Spac   |
|Bucc   |Ninja  |Alch   |Druid  |
|Bucc   |Super  |Ninja  |Village|
|Bucc   |Super  |Ninja  |Alch   |
|Bucc   |Wizard |Village|Engi   |
|Bucc   |Wizard |Spac   |Engi   |
|Bucc   |Wizard |Spac   |Village|
|Bucc   |Wizard |Druid  |Engi   |
|Bucc   |Wizard |Druid  |Village|
|Bucc   |Wizard |Druid  |Spac   |
|Bucc   |Wizard |Alch   |Engi   |
|Bucc   |Wizard |Alch   |Village|
|Bucc   |Wizard |Alch   |Spac   |
|Bucc   |Wizard |Alch   |Druid  |
|Bucc   |Wizard |Ninja  |Engi   |
|Bucc   |Wizard |Ninja  |Village|
|Bucc   |Wizard |Ninja  |Spac   |
|Bucc   |Wizard |Ninja  |Druid  |
|Bucc   |Wizard |Ninja  |Alch   |
|Bucc   |Wizard |Super  |Engi   |
|Bucc   |Wizard |Super  |Village|
|Bucc   |Wizard |Super  |Spac   |
|Bucc   |Wizard |Super  |Druid  |
|Bucc   |Wizard |Super  |Alch   |
|Bucc   |Wizard |Super  |Ninja  |
|Bucc   |Mortar |Ninja  |Alch   |
|Bucc   |Mortar |Wizard |Engi   |
|Bucc   |Mortar |Wizard |Village|
|Bucc   |Mortar |Wizard |Spac   |
|Bucc   |Mortar |Wizard |Druid  |
|Bucc   |Mortar |Wizard |Alch   |
|Bucc   |Mortar |Wizard |Ninja  |
|Bucc   |Mortar |Wizard |Super  |
|Bucc   |Heli   |Village|Engi   |
|Bucc   |Heli   |Spac   |Village|
|Bucc   |Heli   |Druid  |Village|
|Bucc   |Heli   |Alch   |Engi   |
|Bucc   |Heli   |Alch   |Village|
|Bucc   |Heli   |Alch   |Spac   |
|Bucc   |Heli   |Alch   |Druid  |
|Bucc   |Heli   |Ninja  |Village|
|Bucc   |Heli   |Ninja  |Alch   |
|Bucc   |Heli   |Super  |Village|
|Bucc   |Heli   |Super  |Alch   |
|Bucc   |Heli   |Wizard |Engi   |
|Bucc   |Heli   |Wizard |Village|
|Bucc   |Heli   |Wizard |Spac   |
|Bucc   |Heli   |Wizard |Druid  |
|Bucc   |Heli   |Wizard |Alch   |
|Bucc   |Heli   |Wizard |Ninja  |
|Bucc   |Heli   |Wizard |Super  |
|Bucc   |Heli   |Mortar |Village|
|Bucc   |Heli   |Mortar |Alch   |
|Bucc   |Heli   |Mortar |Wizard |
|Bucc   |Ace    |Ninja  |Alch   |
|Bucc   |Ace    |Wizard |Engi   |
|Bucc   |Ace    |Wizard |Village|
|Bucc   |Ace    |Wizard |Spac   |
|Bucc   |Ace    |Wizard |Druid  |
|Bucc   |Ace    |Wizard |Alch   |
|Bucc   |Ace    |Wizard |Ninja  |
|Bucc   |Ace    |Wizard |Super  |
|Bucc   |Ace    |Mortar |Wizard |
|Bucc   |Ace    |Heli   |Village|
|Bucc   |Ace    |Heli   |Alch   |
|Bucc   |Ace    |Heli   |Wizard |
|Sub    |Ninja  |Alch   |Engi   |
|Sub    |Ninja  |Alch   |Village|
|Sub    |Ninja  |Alch   |Spac   |
|Sub    |Ninja  |Alch   |Druid  |
|Sub    |Super  |Village|Engi   |
|Sub    |Super  |Spac   |Engi   |
|Sub    |Super  |Spac   |Village|
|Sub    |Super  |Druid  |Engi   |
|Sub    |Super  |Druid  |Village|
|Sub    |Super  |Druid  |Spac   |
|Sub    |Super  |Alch   |Engi   |
|Sub    |Super  |Alch   |Village|
|Sub    |Super  |Alch   |Spac   |
|Sub    |Super  |Alch   |Druid  |
|Sub    |Super  |Ninja  |Engi   |
|Sub    |Super  |Ninja  |Village|
|Sub    |Super  |Ninja  |Spac   |
|Sub    |Super  |Ninja  |Druid  |
|Sub    |Super  |Ninja  |Alch   |
|Sub    |Wizard |Spac   |Engi   |
|Sub    |Wizard |Spac   |Village|
|Sub    |Wizard |Druid  |Spac   |
|Sub    |Wizard |Alch   |Spac   |
|Sub    |Wizard |Ninja  |Engi   |
|Sub    |Wizard |Ninja  |Village|
|Sub    |Wizard |Ninja  |Spac   |
|Sub    |Wizard |Ninja  |Druid  |
|Sub    |Wizard |Ninja  |Alch   |
|Sub    |Wizard |Super  |Engi   |
|Sub    |Wizard |Super  |Village|
|Sub    |Wizard |Super  |Spac   |
|Sub    |Wizard |Super  |Druid  |
|Sub    |Wizard |Super  |Alch   |
|Sub    |Wizard |Super  |Ninja  |
|Sub    |Mortar |Ninja  |Alch   |
|Sub    |Mortar |Super  |Engi   |
|Sub    |Mortar |Super  |Village|
|Sub    |Mortar |Super  |Spac   |
|Sub    |Mortar |Super  |Druid  |
|Sub    |Mortar |Super  |Alch   |
|Sub    |Mortar |Super  |Ninja  |
|Sub    |Mortar |Wizard |Engi   |
|Sub    |Mortar |Wizard |Village|
|Sub    |Mortar |Wizard |Spac   |
|Sub    |Mortar |Wizard |Druid  |
|Sub    |Mortar |Wizard |Alch   |
|Sub    |Mortar |Wizard |Ninja  |
|Sub    |Mortar |Wizard |Super  |
|Sub    |Heli   |Village|Engi   |
|Sub    |Heli   |Spac   |Engi   |
|Sub    |Heli   |Spac   |Village|
|Sub    |Heli   |Druid  |Engi   |
|Sub    |Heli   |Druid  |Village|
|Sub    |Heli   |Druid  |Spac   |
|Sub    |Heli   |Alch   |Engi   |
|Sub    |Heli   |Alch   |Village|
|Sub    |Heli   |Alch   |Spac   |
|Sub    |Heli   |Alch   |Druid  |
|Sub    |Heli   |Ninja  |Engi   |
|Sub    |Heli   |Ninja  |Village|
|Sub    |Heli   |Ninja  |Spac   |
|Sub    |Heli   |Ninja  |Druid  |
|Sub    |Heli   |Ninja  |Alch   |
|Sub    |Heli   |Super  |Engi   |
|Sub    |Heli   |Super  |Village|
|Sub    |Heli   |Super  |Spac   |
|Sub    |Heli   |Super  |Druid  |
|Sub    |Heli   |Super  |Alch   |
|Sub    |Heli   |Super  |Ninja  |
|Sub    |Heli   |Wizard |Engi   |
|Sub    |Heli   |Wizard |Village|
|Sub    |Heli   |Wizard |Spac   |
|Sub    |Heli   |Wizard |Druid  |
|Sub    |Heli   |Wizard |Alch   |
|Sub    |Heli   |Wizard |Ninja  |
|Sub    |Heli   |Wizard |Super  |
|Sub    |Heli   |Mortar |Engi   |
|Sub    |Heli   |Mortar |Village|
|Sub    |Heli   |Mortar |Spac   |
|Sub    |Heli   |Mortar |Druid  |
|Sub    |Heli   |Mortar |Alch   |
|Sub    |Heli   |Mortar |Ninja  |
|Sub    |Heli   |Mortar |Super  |
|Sub    |Heli   |Mortar |Wizard |
|Sub    |Ace    |Ninja  |Alch   |
|Sub    |Ace    |Super  |Engi   |
|Sub    |Ace    |Super  |Village|
|Sub    |Ace    |Super  |Spac   |
|Sub    |Ace    |Super  |Druid  |
|Sub    |Ace    |Super  |Alch   |
|Sub    |Ace    |Super  |Ninja  |
|Sub    |Ace    |Wizard |Engi   |
|Sub    |Ace    |Wizard |Village|
|Sub    |Ace    |Wizard |Spac   |
|Sub    |Ace    |Wizard |Druid  |
|Sub    |Ace    |Wizard |Alch   |
|Sub    |Ace    |Wizard |Ninja  |
|Sub    |Ace    |Wizard |Super  |
|Sub    |Ace    |Mortar |Super  |
|Sub    |Ace    |Mortar |Wizard |
|Sub    |Ace    |Heli   |Engi   |
|Sub    |Ace    |Heli   |Village|
|Sub    |Ace    |Heli   |Spac   |
|Sub    |Ace    |Heli   |Druid  |
|Sub    |Ace    |Heli   |Alch   |
|Sub    |Ace    |Heli   |Ninja  |
|Sub    |Ace    |Heli   |Super  |
|Sub    |Ace    |Heli   |Wizard |
|Sub    |Ace    |Heli   |Mortar |
|Sub    |Bucc   |Ninja  |Alch   |
|Sub    |Bucc   |Super  |Engi   |
|Sub    |Bucc   |Super  |Village|
|Sub    |Bucc   |Super  |Spac   |
|Sub    |Bucc   |Super  |Druid  |
|Sub    |Bucc   |Super  |Alch   |
|Sub    |Bucc   |Super  |Ninja  |
|Sub    |Bucc   |Wizard |Engi   |
|Sub    |Bucc   |Wizard |Village|
|Sub    |Bucc   |Wizard |Spac   |
|Sub    |Bucc   |Wizard |Druid  |
|Sub    |Bucc   |Wizard |Alch   |
|Sub    |Bucc   |Wizard |Ninja  |
|Sub    |Bucc   |Wizard |Super  |
|Sub    |Bucc   |Mortar |Super  |
|Sub    |Bucc   |Mortar |Wizard |
|Sub    |Bucc   |Heli   |Engi   |
|Sub    |Bucc   |Heli   |Village|
|Sub    |Bucc   |Heli   |Spac   |
|Sub    |Bucc   |Heli   |Druid  |
|Sub    |Bucc   |Heli   |Alch   |
|Sub    |Bucc   |Heli   |Ninja  |
|Sub    |Bucc   |Heli   |Super  |
|Sub    |Bucc   |Heli   |Wizard |
|Sub    |Bucc   |Heli   |Mortar |
|Sub    |Bucc   |Ace    |Super  |
|Sub    |Bucc   |Ace    |Wizard |
|Sub    |Bucc   |Ace    |Heli   |
|Sniper |Ninja  |Alch   |Engi   |
|Sniper |Ninja  |Alch   |Village|
|Sniper |Ninja  |Alch   |Spac   |
|Sniper |Ninja  |Alch   |Druid  |
|Sniper |Super  |Ninja  |Village|
|Sniper |Super  |Ninja  |Alch   |
|Sniper |Wizard |Spac   |Engi   |
|Sniper |Wizard |Spac   |Village|
|Sniper |Wizard |Druid  |Spac   |
|Sniper |Wizard |Alch   |Spac   |
|Sniper |Wizard |Ninja  |Engi   |
|Sniper |Wizard |Ninja  |Village|
|Sniper |Wizard |Ninja  |Spac   |
|Sniper |Wizard |Ninja  |Druid  |
|Sniper |Wizard |Ninja  |Alch   |
|Sniper |Wizard |Super  |Spac   |
|Sniper |Wizard |Super  |Ninja  |
|Sniper |Mortar |Ninja  |Alch   |
|Sniper |Mortar |Wizard |Engi   |
|Sniper |Mortar |Wizard |Village|
|Sniper |Mortar |Wizard |Spac   |
|Sniper |Mortar |Wizard |Druid  |
|Sniper |Mortar |Wizard |Alch   |
|Sniper |Mortar |Wizard |Ninja  |
|Sniper |Mortar |Wizard |Super  |
|Sniper |Heli   |Alch   |Engi   |
|Sniper |Heli   |Alch   |Village|
|Sniper |Heli   |Alch   |Spac   |
|Sniper |Heli   |Alch   |Druid  |
|Sniper |Heli   |Ninja  |Alch   |
|Sniper |Heli   |Super  |Alch   |
|Sniper |Heli   |Wizard |Engi   |
|Sniper |Heli   |Wizard |Village|
|Sniper |Heli   |Wizard |Spac   |
|Sniper |Heli   |Wizard |Druid  |
|Sniper |Heli   |Wizard |Alch   |
|Sniper |Heli   |Wizard |Ninja  |
|Sniper |Heli   |Wizard |Super  |
|Sniper |Heli   |Mortar |Alch   |
|Sniper |Heli   |Mortar |Wizard |
|Sniper |Ace    |Ninja  |Alch   |
|Sniper |Ace    |Wizard |Engi   |
|Sniper |Ace    |Wizard |Village|
|Sniper |Ace    |Wizard |Spac   |
|Sniper |Ace    |Wizard |Druid  |
|Sniper |Ace    |Wizard |Alch   |
